iter	RMSEWithUncertainty
567	1.349039283
568	1.34941631
569	1.350797205
570	1.352258895
571	1.35279736
572	1.35305114
573	1.349083538
574	1.349985194
575	1.350585238
576	1.350898315
577	1.351770524
578	1.350945651
579	1.352259613
580	1.348288438
581	1.349201627
582	1.348460574
583	1.349392845
584	1.350734703
585	1.351033206
586	1.352355152
587	1.353177619
588	1.352321423
589	1.348339109
590	1.349243857
591	1.350201167
592	1.351067868
593	1.351924324
594	1.345174126
595	1.341422149
596	1.337840217
597	1.338950006
598	1.340131142
599	1.341318919
600	1.334945449
601	1.336143182
602	1.337329519
603	1.337882815
604	1.339032517
605	1.334123799
606	1.330712744
607	1.331993309
608	1.331681425
609	1.328767728
610	1.330088774
611	1.330891307
612	1.332172405
613	1.333527123
614	1.33488539
615	1.330116815
616	1.331428452
617	1.332728549
618	1.326665385
619	1.323430393
620	1.324214681
621	1.321113572
622	1.323009391
623	1.319979439
624	1.319018099
625	1.316498763
626	1.315676919
627	1.31749703
628	1.319186775
629	1.320874638
630	1.322556595
631	1.324229083
632	1.32413394
633	1.3259527
634	1.32776063
635	1.32955463
636	1.330918548
637	1.329850111
638	1.331216246
639	1.332943651
640	1.331848606
641	1.333171107
642	1.332102413
643	1.33342401
644	1.334789364
645	1.335772202
646	1.336458275
647	1.338033282
648	1.339595226
649	1.335958364
650	1.337185948
651	1.338713184
652	1.34027373
653	1.341939115
654	1.343502068
655	1.344561768
656	1.343142266
657	1.344213169
658	1.345309912
659	1.345768071
660	1.34724054
661	1.34874332
662	1.349127412
663	1.350590227
664	1.350961478
665	1.34942869
666	1.350323414
667	1.350902103
668	1.350076812
669	1.350976046
670	1.351314009
671	1.352645565
672	1.353793072
673	1.355137091
674	1.35540744
675	1.351344908
676	1.352748976
677	1.353660733
678	1.354006805
679	1.355352467
680	1.356201788
681	1.357498098
682	1.358311166
683	1.359462499
684	1.359689466
685	1.358719513
686	1.359374641
687	1.358426498
688	1.358696865
689	1.357778645
690	1.356897614
691	1.353397872
692	1.354556455
693	1.35581788
694	1.357125503
695	1.358209236
696	1.359464861
697	1.36021192
698	1.360453161
699	1.356361099
700	1.352911637
701	1.354207256
702	1.354981002
703	1.356113287
704	1.357407587
705	1.358213712
706	1.358491947
707	1.354475986
708	1.35580113
709	1.356662055
710	1.349958155
711	1.35085644
712	1.351240517
713	1.347462868
714	1.348406384
715	1.349065299
716	1.342626456
717	1.343695268
718	1.340074126
719	1.341198453
720	1.342384369
721	1.341816716
722	1.342925726
723	1.336666475
724	1.333207213
725	1.334489291
726	1.335814783
727	1.336437726
728	1.333005254
729	1.334293547
730	1.335647832
731	1.329590225
732	1.330246767
733	1.326990348
734	1.325832098
735	1.323083637
736	1.320434943
737	1.321428268
738	1.322972309
739	1.32002271
740	1.321962891
741	1.321516438
742	1.320614948
743	1.322571952
744	1.324556572
745	1.323599107
746	1.325578882
747	1.322575008
748	1.324522081
749	1.325775884
750	1.327722693
751	1.32911238
752	1.328024648
753	1.329482918
754	1.330945153
755	1.332407357
756	1.333865957
757	1.335317776
758	1.336760011
759	1.33637746
760	1.337617984
761	1.339146008
762	1.340370123
763	1.34184721
764	1.343004066
765	1.341644994
766	1.34280253
767	1.343951672
768	1.342573715
769	1.344014414
770	1.345129032
771	1.343740289
772	1.344862689
773	1.345955986
774	1.346714029
775	1.347128238
776	1.348411113
777	1.347226076
778	1.348255099
779	1.34967096
780	1.35067107
781	1.350995352
782	1.352359134
783	1.353203474
784	1.354495131
785	1.355788492
786	1.356035404
787	1.357121931
788	1.358357235
789	1.357423214
790	1.353254354
791	1.354119604
792	1.35502234
793	1.355306972
794	1.356533556
795	1.357779401
796	1.358548283
797	1.354387347
798	1.355215481
799	1.3543819
800	1.355623224
801	1.356437461
802	1.356943225
803	1.357152457
804	1.355428689
805	1.355959112
806	1.356754237
807	1.357974809
808	1.357050536
809	1.358267667
810	1.351413099
811	1.347473093
812	1.348436722
813	1.349449058
814	1.348651048
815	1.349612167
816	1.348074926
817	1.348795907
818	1.342286069
819	1.343382319
820	1.344468875
821	1.344762517
822	1.340968147
823	1.342089168
824	1.341467337
825	1.336581576
826	1.333465014
827	1.334719681
828	1.335967985
829	1.337224914
830	1.337820813
831	1.339020891
832	1.33420846
833	1.330751566
834	1.332079637
835	1.331725226
836	1.328744238
837	1.330112949
838	1.331514567
839	1.332923712
840	1.326917337
841	1.328356693
842	1.3297843
843	1.329008246
844	1.325625625
845	1.327096952
846	1.327851898
847	1.324950964
848	1.326424434
849	1.327943296
850	1.32201908
851	1.318878528
852	1.319783718
853	1.316763979
854	1.317801217
855	1.319542594
856	1.320564548
857	1.322479561
858	1.323989856
859	1.323447236
860	1.325322543
861	1.326787592
862	1.328682913
863	1.330569323
864	1.331953427
865	1.33083289
866	1.332249078
867	1.333920512
868	1.33524201
869	1.336955851
870	1.338666332
871	1.339937663
872	1.340544967
873	1.342181632
874	1.342776017
875	1.339004202
876	1.340287901
877	1.341482012
878	1.342112721
879	1.343646594
880	1.345200686
881	1.345746867
882	1.344314969
883	1.345106074
884	1.345909599
885	1.346433246
886	1.347472247
887	1.348508199
888	1.349938638
889	1.350377192
890	1.351717504
891	1.353072378
892	1.34899914
893	1.349966792
894	1.35042756
895	1.35168879
896	1.353041332
897	1.352277468
898	1.353564069
899	1.349529113
900	1.350441052
901	1.351089612
902	1.351517494
903	1.352424845
904	1.351662296
905	1.352950548
906	1.348898924
907	1.349831203
908	1.350505573
909	1.34388087
910	1.344944463
911	1.344235455
912	1.345296971
913	1.341415952
914	1.342585704
915	1.336257918
916	1.337490382
917	1.338711619
918	1.339155874
919	1.335474195
920	1.336719214
921	1.337352511
922	1.338574676
923	1.33492374
924	1.336229271
925	1.330103184
926	1.326741347
927	1.328152998
928	1.329611199
929	1.330429573
930	1.331786805
931	1.325804537
932	1.32726916
933	1.323940252
934	1.323764976
935	1.325265631
936	1.322404532
937	1.323993125
938	1.32477804
939	1.326280521
940	1.322986199
941	1.323862738
942	1.323307039
943	1.325134568
944	1.326614649
945	1.328480267
946	1.330215922
947	1.329147108
948	1.330542381
949	1.332241289
950	1.334008917
951	1.335274193
952	1.336558602
953	1.338223936
954	1.334503004
955	1.335801985
956	1.337109158
957	1.338370281
958	1.338960148
959	1.340052843
960	1.338734584
961	1.340239498
962	1.34140216
963	1.342954623
964	1.344481001
965	1.34558667
966	1.346052294
967	1.34751489
968	1.347962257
969	1.348953564
970	1.350319871
971	1.346282039
972	1.347361828
973	1.347833799
974	1.348823919
975	1.349268094
976	1.350621889
977	1.351969831
978	1.352568363
979	1.352918255
980	1.354216901
981	1.354560022
982	1.352878423
983	1.353700337
984	1.35276207
985	1.353117156
986	1.352343072
987	1.353625885
988	1.354433813
989	1.35351675
990	1.351632631
991	1.352948975
992	1.354161404
993	1.355428489
994	1.354518499
995	1.355299695
996	1.35440086
997	1.355573873
998	1.356818719
999	1.357622199
1000	1.357789385
1001	1.355849159
1002	1.357067458
1003	1.352996335
1004	1.353784711
1005	1.35466337
1006	1.355553227
1007	1.356329422
1008	1.355355454
1009	1.35571013
1010	1.354891494
1011	1.350860151
1012	1.351732757
1013	1.35234838
1014	1.345781365
1015	1.346785866
1016	1.345663466
1017	1.341893546
1018	1.342970069
1019	1.344109211
1020	1.337822006
1021	1.339003142
1022	1.33539411
1023	1.336625059
1024	1.336140563
1025	1.332636947
1026	1.333919379
1027	1.335241301
1028	1.329226199
1029	1.330598259
1030	1.330255273
1031	1.326886995
1032	1.328302467
1033	1.329746969
1034	1.32389156
1035	1.321094228
1036	1.321947345
1037	1.318843566
1038	1.317877583
1039	1.31529652
1040	1.316408952
1041	1.313886137
1042	1.315643324
1043	1.314863228
1044	1.316972861
1045	1.319058553
1046	1.321019573
1047	1.318384924
1048	1.318129204
1049	1.320207801
1050	1.322171493
1051	1.323278395
1052	1.32234106
1053	1.323912302
1054	1.325488003
1055	1.327063964
1056	1.328636422
1057	1.330202032
1058	1.331757835
1059	1.333363736
1060	1.334958603
1061	1.336539756
1062	1.338104868
1063	1.339327283
1064	1.337994213
1065	1.339536938
1066	1.34073373
1067	1.339389722
1068	1.34060022
1069	1.34207507
1070	1.340717758
1071	1.341896794
1072	1.343458482
1073	1.344870014
1074	1.345960351
1075	1.342028906
1076	1.343396034
1077	1.344915605
1078	1.346002915
1079	1.347460098
1080	1.348864229
1081	1.349858076
1082	1.350862825
1083	1.351176438
1084	1.35213831
1085	1.352440684
1086	1.34830752
1087	1.349004791
1088	1.350377081
1089	1.350747009
1090	1.35141005
1091	1.35236261
1092	1.352652189
1093	1.350978197
1094	1.35164392
1095	1.352003421
1096	1.35329217
1097	1.354199268
1098	1.35544584
1099	1.355759507
1100	1.356973539
1101	1.356103841
1102	1.357225371
1103	1.358404508
1104	1.358679177
1105	1.354467222
1106	1.355291349
1107	1.354482998
1108	1.355690207
1109	1.356881003
1110	1.357663182
1111	1.355925761
1112	1.356439268
1113	1.356973364
1114	1.356088801
1115	1.357274133
1116	1.357530986
1117	1.35830913
1118	1.359100676
1119	1.354834945
1120	1.356051797
1121	1.355219809
1122	1.35640093
1123	1.35719755
1124	1.358333286
1125	1.358818296
1126	1.351997148
1127	1.347946301
1128	1.348894603
1129	1.349130263
1130	1.350052297
1131	1.35041687
1132	1.346468707
1133	1.34743983
1134	1.348455935
1135	1.342027348
1136	1.34311492
1137	1.34419551
1138	1.344512659
1139	1.340713907
1140	1.341843168
1141	1.342982836
1142	1.336722867
1143	1.333156765
1144	1.334422181
1145	1.335727988
1146	1.336267231
1147	1.337480677
1148	1.331398106
1149	1.327980645
1150	1.329360828
1151	1.330779259
1152	1.331435739
1153	1.332760013
1154	1.329293554
1155	1.330663342
1156	1.33208175
1157	1.327484444
1158	1.328900102
1159	1.32857717
1160	1.325237504
1161	1.326694602
1162	1.328206508
1163	1.322362704
1164	1.321240147
1165	1.318479843
1166	1.320169821
1167	1.321860632
1168	1.316206219
1169	1.315262522
1170	1.312311569
1171	1.3094827
1172	1.311386032
1173	1.310639476
1174	1.312551519
1175	1.307149374
1176	1.304469174
1177	1.306607244
1178	1.304269891
1179	1.303736964
1180	1.305784404
1181	1.307810436
1182	1.309829295
1183	1.311836964
1184	1.306394874
1185	1.308520545
1186	1.307864516
1187	1.309995873
1188	1.307218572
1189	1.306648884
1190	1.304011698
1191	1.306256309
1192	1.308267827
1193	1.307709187
1194	1.309727923
1195	1.311736441
1196	1.313731136
1197	1.315708839
1198	1.315886855
1199	1.317856351
1200	1.319809035
1201	1.32174186
1202	1.320768586
1203	1.322214151
1204	1.324102249
1205	1.32596713
1206	1.327531756
1207	1.328810741
1208	1.330698925
1209	1.33218664
1210	1.333669347
1211	1.332539117
1212	1.334339362
1213	1.335451449
1214	1.336328558
1215	1.337681345
1216	1.33730874
1217	1.33360662
1218	1.335027866
1219	1.334730179
1220	1.333581388
1221	1.334701574
1222	1.335827761
1223	1.337527523
1224	1.338311452
1225	1.339958933
1226	1.34124588
1227	1.340216521
1228	1.341205127
1229	1.334741088
1230	1.336099639
1231	1.337449697
1232	1.33686667
1233	1.333136923
1234	1.33455263
1235	1.334225288
1236	1.333049932
1237	1.334434751
1238	1.333944047
1239	1.333143464
1240	1.334518777
1241	1.329733806
1242	1.331180786
1243	1.332613256
1244	1.332170933
1245	1.328608468
1246	1.330082253
1247	1.330770374
1248	1.33221149
1249	1.326035995
1250	1.322708484
1251	1.319865233
1252	1.321491775
1253	1.323130779
1254	1.324772997
1255	1.318953982
1256	1.319902173
1257	1.321548411
1258	1.31833128
1259	1.320010459
1260	1.321674834
1261	1.323341269
1262	1.324311876
1263	1.326090044
1264	1.322723396
1265	1.324345849
1266	1.321047477
1267	1.322712397
1268	1.324368628
1269	1.325352166
1270	1.327258134
1271	1.328808797
1272	1.327753445
1273	1.328694382
1274	1.3303846
1275	1.332198967
1276	1.333589448
1277	1.33499236
1278	1.336695223
1279	1.337444087
1280	1.333722579
1281	1.335068769
1282	1.33642625
1283	1.337206541
1284	1.338861315
1285	1.339382809
1286	1.340952155
1287	1.342533798
1288	1.3432271
1289	1.344735699
1290	1.345811043
1291	1.34522336
1292	1.341323992
1293	1.342509738
1294	1.344023493
1295	1.344886237
1296	1.34597816
1297	1.34628976
1298	1.342349943
1299	1.343517771
1300	1.342981352
1301	1.344435303
1302	1.345893499
1303	1.347346473
1304	1.347842341
1305	1.346352578
1306	1.347381165
1307	1.348155152
1308	1.348449968
1309	1.349437509
1310	1.3428523
1311	1.34398144
1312	1.344359695
1313	1.340538147
1314	1.34169777
1315	1.342866752
1316	1.336545499
1317	1.337813841
1318	1.338336974
1319	1.334708498
1320	1.335997083
1321	1.33729573
1322	1.331176537
1323	1.332561991
1324	1.333935696
1325	1.33451042
1326	1.330961355
1327	1.332349315
1328	1.332066662
1329	1.328972648
1330	1.330415079
1331	1.331833675
1332	1.327222433
1333	1.323914762
1334	1.325433448
1335	1.326974945
1336	1.327896665
1337	1.329355935
1338	1.330110357
1339	1.32673079
1340	1.328224744
1341	1.325251513
1342	1.326821315
1343	1.320990969
1344	1.321961542
1345	1.318844295
1346	1.319939634
1347	1.319052005
1348	1.318616388
1349	1.320544592
1350	1.320104486
1351	1.319247144
1352	1.321298216
1353	1.323195987
1354	1.325176456
1355	1.32701225
1356	1.328425489
1357	1.32511882
1358	1.326616699
1359	1.328523353
1360	1.329935933
1361	1.331376754
1362	1.332763044
1363	1.334156152
1364	1.335551991
1365	1.336323841
1366	1.337509257
1367	1.333843803
1368	1.335216705
1369	1.334031064
1370	1.335419888
1371	1.33680897
1372	1.338295471
1373	1.339585457
1374	1.34101532
1375	1.342432598
1376	1.341017888
1377	1.34222896
1378	1.343623293
1379	1.344502121
1380	1.345959005
1381	1.347387673
1382	1.348450195
1383	1.346883215
1384	1.347943134
1385	1.348450318
1386	1.349816574
1387	1.350308363
1388	1.351637611
1389	1.352305588
1390	1.353276423
1391	1.354188464
1392	1.353367332
1393	1.354610386
1394	1.355835002
1395	1.356163857
1396	1.351926831
1397	1.352860515
1398	1.352094792
1399	1.353361534
1400	1.354609688
1401	1.355459809
1402	1.356365078
1403	1.352147441
1404	1.353067096
1405	1.353964703
1406	1.354344322
1407	1.355571137
1408	1.356494287
1409	1.357661994
1410	1.358453534
1411	1.357550326
1412	1.355800352
1413	1.354818281
1414	1.35567304
1415	1.354694957
1416	1.35590958
1417	1.357048085
1418	1.35821185
1419	1.358697139
1420	1.358941592
1421	1.360065754
1422	1.360104433
1423	1.360548693
1424	1.360727453
1425	1.353910046
1426	1.355161653
1427	1.354207813
1428	1.350143917
1429	1.351056745
1430	1.351999592
1431	1.345514793
1432	1.346552532
1433	1.345421648
1434	1.341627388
1435	1.34273728
1436	1.343857347
1437	1.344943725
1438	1.338679609
1439	1.335049124
1440	1.336315796
1441	1.335819562
1442	1.332664948
1443	1.333976794
1444	1.335278107
1445	1.335942688
1446	1.337209224
1447	1.333598702
1448	1.334943346
1449	1.330316093
1450	1.331680151
1451	1.328264642
1452	1.32973386
1453	1.331122838
1454	1.325254672
1455	1.326749256
1456	1.327490953
1457	1.324185188
1458	1.325689869
1459	1.327219292
1460	1.32810715
1461	1.329555366
1462	1.323711103
1463	1.32049867
1464	1.32144017
1465	1.318678092
1466	1.317752012
1467	1.315122048
1468	1.314333724
1469	1.31182209
1470	1.313621332
1471	1.315424121
1472	1.31722587
1473	1.319022489
1474	1.31341746
1475	1.312649812
1476	1.309809506
1477	1.311755145
1478	1.313692749
1479	1.30823932
1480	1.310308962
1481	1.312368229
1482	1.309510951
1483	1.308871727
1484	1.306160853
1485	1.30565738
1486	1.307386431
1487	1.309401177
1488	1.311406566
1489	1.313398932
1490	1.31539295
1491	1.317372839
1492	1.316563791
1493	1.318108689
1494	1.319959489
1495	1.321842413
1496	1.323707986
1497	1.325553441
1498	1.327141102
1499	1.328424515
1500	1.329973634
1501	1.331825755
1502	1.331610132
1503	1.333422813
1504	1.334886588
1505	1.333714343
1506	1.334869569
1507	1.336285645
1508	1.337138687
1509	1.336201984
1510	1.337633434
1511	1.3392947
1512	1.340126339
1513	1.341731944
1514	1.34305528
1515	1.339545961
1516	1.340804565
1517	1.340380864
1518	1.339114134
1519	1.340394249
1520	1.341628511
1521	1.335225039
1522	1.331656425
1523	1.333107384
1524	1.332349294
1525	1.333769406
1526	1.334928065
1527	1.328793382
1528	1.330458647
1529	1.332109598
1530	1.333525834
1531	1.329944521
1532	1.33140576
1533	1.332853112
1534	1.333450952
1535	1.330245199
1536	1.331723421
1537	1.33314751
1538	1.333922443
1539	1.335608661
1540	1.337304201
1541	1.33803449
1542	1.334375021
1543	1.335759076
1544	1.337432189
1545	1.338185349
1546	1.33981417
1547	1.340820174
1548	1.342393767
1549	1.343331459
1550	1.34400337
1551	1.345509464
1552	1.346703251
1553	1.345228878
1554	1.346354285
1555	1.345779386
1556	1.347219923
1557	1.348637063
1558	1.349204355
1559	1.350545253
1560	1.346542397
1561	1.347976541
1562	1.347378286
1563	1.348453216
1564	1.349819336
1565	1.35056343
1566	1.351066543
1567	1.349498521
1568	1.350488488
1569	1.349615558
1570	1.350610089
1571	1.344052011
1572	1.340231937
1573	1.341432209
1574	1.340811582
1575	1.342007227
1576	1.341371461
1577	1.342845932
1578	1.343993101
1579	1.340532127
1580	1.341698734
1581	1.342909668
1582	1.336496314
1583	1.332897877
1584	1.334252161
1585	1.335588771
1586	1.336292454
1587	1.33759363
1588	1.332841042
1589	1.32937642
1590	1.330804839
1591	1.332229353
1592	1.332892903
1593	1.334260052
1594	1.33564058
1595	1.329587148
1596	1.331045734
1597	1.327569233
1598	1.329068069
1599	1.329770638
1600	1.331225461
1601	1.331896732
1602	1.328441574
1603	1.329928439
1604	1.331390891
1605	1.325448685
1606	1.322178028
1607	1.323121033
1608	1.320295047
1609	1.32134237
1610	1.320844836
1611	1.319923944
1612	1.319503462
1613	1.321413628
1614	1.323304281
1615	1.324856895
1616	1.326786642
1617	1.323517775
1618	1.32503302
1619	1.326586019
1620	1.328476354
1621	1.329930478
1622	1.331390904
1623	1.332680554
1624	1.334102444
1625	1.332923299
1626	1.33432046
1627	1.335720099
1628	1.337237692
1629	1.338742275
1630	1.340031837
1631	1.338668187
1632	1.340146533
1633	1.341397326
1634	1.342939307
1635	1.344323748
1636	1.34548005
1637	1.343962556
1638	1.345325308
1639	1.346449193
1640	1.34786937
1641	1.349267915
1642	1.350266565
1643	1.350551637
1644	1.351855689
1645	1.352151621
1646	1.347991719
1647	1.348714904
1648	1.349457177
1649	1.349861245
1650	1.350866314
1651	1.351183759
1652	1.347063875
1653	1.34812941
1654	1.349152731
1655	1.349600852
1656	1.350927463
1657	1.351366925
1658	1.352648306
1659	1.353911483
1660	1.354307542
1661	1.355529018
1662	1.356348808
