iter	RMSEWithUncertainty
1663	1.357251272
1664	1.358056985
1665	1.353752284
1666	1.354631793
1667	1.353824728
1668	1.35505742
1669	1.355432856
1670	1.356613804
1671	1.357403947
1672	1.356365364
1673	1.356643909
1674	1.355644743
1675	1.356213316
1676	1.357075486
1677	1.356045504
1678	1.356378819
1679	1.355531442
1680	1.35670484
1681	1.357890834
1682	1.358779663
1683	1.354569387
1684	1.355375017
1685	1.35457349
1686	1.355762241
1687	1.356966183
1688	1.357290424
1689	1.358425052
1690	1.3591567
1691	1.359889555
1692	1.353145645
1693	1.34911674
1694	1.350071732
1695	1.349261789
1696	1.345375267
1697	1.346403571
1698	1.347412972
1699	1.347755809
1700	1.348742792
1701	1.34239467
1702	1.338707343
1703	1.339883461
1704	1.341037502
1705	1.341518639
1706	1.337876558
1707	1.339066409
1708	1.340264837
1709	1.334167471
1710	1.335458617
1711	1.331948095
1712	1.333286808
1713	1.334613897
1714	1.328686688
1715	1.330114599
1716	1.330784023
1717	1.327396243
1718	1.328838981
1719	1.330268177
1720	1.324463769
1721	1.325990183
1722	1.322695277
1723	1.324259831
1724	1.325064791
1725	1.322206584
1726	1.323773038
1727	1.325318191
1728	1.326869899
1729	1.322441069
1730	1.324023001
1731	1.324869753
1732	1.321628856
1733	1.323215477
1734	1.324789318
1735	1.326366175
1736	1.321950101
1737	1.318791845
1738	1.316111175
1739	1.315262784
1740	1.317042329
1741	1.318819927
1742	1.31327475
1743	1.310396536
1744	1.309717029
1745	1.307299867
1746	1.309270251
1747	1.311235992
1748	1.313192945
1749	1.307774063
1750	1.307154328
1751	1.30446385
1752	1.303984633
1753	1.306081416
1754	1.300879061
1755	1.298382377
1756	1.295982371
1757	1.295749322
1758	1.298010334
1759	1.300262129
1760	1.302500334
1761	1.297351018
1762	1.294950447
1763	1.29321974
1764	1.290943389
1765	1.293362435
1766	1.295767041
1767	1.298123435
1768	1.300468576
1769	1.297961984
1770	1.296170126
1771	1.298409034
1772	1.298099339
1773	1.300417227
1774	1.302714686
1775	1.303232059
1776	1.305501599
1777	1.30775102
1778	1.309512619
1779	1.307401551
1780	1.309628626
1781	1.311359241
1782	1.31310504
1783	1.312350801
1784	1.314380678
1785	1.316337327
1786	1.318360243
1787	1.320358522
1788	1.322329769
1789	1.323751019
1790	1.325455935
1791	1.32730631
1792	1.329231574
1793	1.330492747
1794	1.331527276
1795	1.333054293
1796	1.334028074
1797	1.33579537
1798	1.337248783
1799	1.333808997
1800	1.33526434
1801	1.334970572
1802	1.33409435
1803	1.335549147
1804	1.336915506
1805	1.337777295
1806	1.336545211
1807	1.338224338
1808	1.339278372
1809	1.340098264
1810	1.34169849
1811	1.343011123
1812	1.344244184
1813	1.337650536
1814	1.334247468
1815	1.330993279
1816	1.33243674
1817	1.333854775
1818	1.333594373
1819	1.335049866
1820	1.33583741
1821	1.334645576
1822	1.336354972
1823	1.337460451
1824	1.331186321
1825	1.332979244
1826	1.333635381
1827	1.330079994
1828	1.331543227
1829	1.333000948
1830	1.326911986
1831	1.328467428
1832	1.330007537
1833	1.330690061
1834	1.327192297
1835	1.328738107
1836	1.328584755
1837	1.325165735
1838	1.326780388
1839	1.328331094
1840	1.322389493
1841	1.319155779
1842	1.320862596
1843	1.322549516
1844	1.316814018
1845	1.314088942
1846	1.315180922
1847	1.314314046
1848	1.311362369
1849	1.313266752
1850	1.315124141
1851	1.316978492
1852	1.317124061
1853	1.318233118
1854	1.320164667
1855	1.322075639
1856	1.324078304
1857	1.325719984
1858	1.324734107
1859	1.326682902
1860	1.328282183
1861	1.327246866
1862	1.328815913
1863	1.329768417
1864	1.331602001
1865	1.332576892
1866	1.334351814
1867	1.335286487
1868	1.336988462
1869	1.338344562
1870	1.334609625
1871	1.335745975
1872	1.335432197
1873	1.33683992
1874	1.338481687
1875	1.337189166
1876	1.338284582
1877	1.337694254
1878	1.339001541
1879	1.338583603
1880	1.339883689
1881	1.333522083
1882	1.329880537
1883	1.331365406
1884	1.331998636
1885	1.333435653
1886	1.335106601
1887	1.336479693
1888	1.336990613
1889	1.33330284
1890	1.334724795
1891	1.334412638
1892	1.335492708
1893	1.337166943
1894	1.338817008
1895	1.339504841
1896	1.33578877
1897	1.337095313
1898	1.338393335
1899	1.338011902
1900	1.339337487
1901	1.340906335
1902	1.337108333
1903	1.338173504
1904	1.331937438
1905	1.333349277
1906	1.334747519
1907	1.335282496
1908	1.336635563
1909	1.337145111
1910	1.333467358
1911	1.334874848
1912	1.335615885
1913	1.337265848
1914	1.336374461
1915	1.338040044
1916	1.339313304
1917	1.334513728
1918	1.336228613
1919	1.337030858
1920	1.333464348
1921	1.334796214
1922	1.336160825
1923	1.330071136
1924	1.331505293
1925	1.332236726
1926	1.328807192
1927	1.330251692
1928	1.331719293
1929	1.331507148
1930	1.332928934
1931	1.326943454
1932	1.323628421
1933	1.32521116
1934	1.326780882
1935	1.327573681
1936	1.324247751
1937	1.325821003
1938	1.327375575
1939	1.328326943
1940	1.329852567
1941	1.323939965
1942	1.320705427
1943	1.31792989
1944	1.319012019
1945	1.320128498
1946	1.317387783
1947	1.316582965
1948	1.318668979
1949	1.317973501
1950	1.319936297
1951	1.319100855
1952	1.321164535
1953	1.318419282
1954	1.31765504
1955	1.319333155
1956	1.321016291
1957	1.322700069
1958	1.324380565
1959	1.326159231
1960	1.327921008
1961	1.329663418
1962	1.331384328
1963	1.330298765
1964	1.331756446
1965	1.330690848
1966	1.332152832
1967	1.33381229
1968	1.335553009
1969	1.336918085
1970	1.338587033
1971	1.340102698
1972	1.338796958
1973	1.340048386
1974	1.341315603
1975	1.342480928
1976	1.343656718
1977	1.344666571
1978	1.346118216
1979	1.347269824
1980	1.34777382
1981	1.343710278
1982	1.344857402
1983	1.345756107
1984	1.346319365
1985	1.34773867
1986	1.348823582
1987	1.349895376
1988	1.351212187
1989	1.350466127
1990	1.348842158
1991	1.34990698
1992	1.35039305
1993	1.351710983
1994	1.352988415
1995	1.353976471
1996	1.355221127
1997	1.356425633
1998	1.356784125
1999	1.352538629
2000	1.353453015
2001	1.354346906
2002	1.354774301
2003	1.355671622
2004	1.354827307
2005	1.356030469
2006	1.357210931
2007	1.35616789
2008	1.357309636
2009	1.358473663
2010	1.359359507
2011	1.355100245
2012	1.355966621
2013	1.355146265
2014	1.356340358
2015	1.352197629
2016	1.353138686
2017	1.353780185
2018	1.353006148
2019	1.353958959
2020	1.354254246
2021	1.3554479
2022	1.353758789
2023	1.352826507
2024	1.353737395
2025	1.353903695
2026	1.354523952
2027	1.355426279
2028	1.348801425
2029	1.344855492
2030	1.345945596
2031	1.346255505
2032	1.347333696
2033	1.348335383
2034	1.341965467
2035	1.33823541
2036	1.335000508
2037	1.336275113
2038	1.337524863
2039	1.338785861
2040	1.334061979
2041	1.335376215
2042	1.335939593
2043	1.33721868
2044	1.338501792
2045	1.332446733
2046	1.333822054
2047	1.335187541
2048	1.334284078
2049	1.330721842
2050	1.332137269
2051	1.332740561
2052	1.329631703
2053	1.331056255
2054	1.332457099
2055	1.327893478
2056	1.32936273
2057	1.330075759
2058	1.326685858
2059	1.328165489
2060	1.329640418
2061	1.32382897
2062	1.320609769
2063	1.319616478
2064	1.316911386
2065	1.318619886
2066	1.320331276
2067	1.314793023
2068	1.313957355
2069	1.31106312
2070	1.310380486
2071	1.31226
2072	1.314137848
2073	1.308751131
2074	1.30600377
2075	1.305461858
2076	1.303130391
2077	1.30518904
2078	1.307243522
2079	1.302037361
2080	1.299484614
2081	1.29911784
2082	1.301300327
2083	1.303474841
2084	1.29835409
2085	1.295897605
2086	1.298223939
2087	1.300540596
2088	1.298038347
2089	1.297738659
2090	1.29560649
2091	1.295399934
2092	1.297623105
2093	1.299874832
2094	1.30211591
2095	1.304342151
2096	1.306549872
2097	1.308705875
2098	1.310846391
2099	1.31020933
2100	1.312344581
2101	1.313988096
2102	1.316060574
2103	1.313767153
2104	1.31539162
2105	1.317330223
2106	1.317497179
2107	1.319488112
2108	1.321454603
2109	1.323164638
2110	1.32489123
2111	1.321503462
2112	1.323271255
2113	1.324655295
2114	1.326097928
2115	1.326013205
2116	1.32712266
2117	1.329043957
2118	1.330629335
2119	1.332477242
2120	1.333466633
2121	1.334958379
2122	1.333746116
2123	1.334952859
2124	1.334642064
2125	1.336377559
2126	1.337795803
2127	1.339464227
2128	1.340283749
2129	1.339260873
2130	1.340590762
2131	1.341931681
2132	1.338057356
2133	1.339408927
2134	1.339000742
2135	1.340614187
2136	1.339624124
2137	1.34090442
2138	1.340252416
2139	1.34155557
2140	1.343106064
2141	1.344258149
2142	1.337758418
2143	1.333995324
2144	1.335399771
2145	1.335961568
2146	1.337320812
2147	1.338616676
2148	1.33235969
2149	1.333819212
2150	1.330164117
2151	1.331666337
2152	1.332285542
2153	1.328737772
2154	1.330248939
2155	1.331696898
2156	1.325695833
2157	1.327291954
2158	1.328014916
2159	1.324599709
2160	1.326198917
2161	1.327740679
2162	1.328630083
2163	1.330159641
2164	1.324208426
2165	1.320898018
2166	1.322583637
2167	1.324253348
2168	1.325049385
2169	1.322086076
2170	1.323749014
2171	1.325344124
2172	1.326276122
2173	1.327878742
2174	1.323321145
2175	1.320051061
2176	1.317264604
2177	1.31836926
2178	1.320065145
2179	1.317280268
2180	1.319038
2181	1.320743854
2182	1.322449929
2183	1.323513865
2184	1.325182717
2185	1.324186622
2186	1.325837253
2187	1.326850766
2188	1.328567626
2189	1.329944151
2190	1.328886382
2191	1.330419571
2192	1.332224867
2193	1.333659264
2194	1.335111866
2195	1.336802311
2196	1.333060495
2197	1.332808556
2198	1.334231755
2199	1.335400109
2200	1.335925248
2201	1.337326777
2202	1.338949482
2203	1.335135751
2204	1.335894036
2205	1.337230958
2206	1.338044166
2207	1.339651526
2208	1.341241248
2209	1.342802211
2210	1.343418647
2211	1.344905418
2212	1.346069927
2213	1.346697594
2214	1.348107836
2215	1.344097208
2216	1.345221094
2217	1.344662016
2218	1.346116219
2219	1.347551116
2220	1.348360945
2221	1.348928606
2222	1.350302613
2223	1.349608055
2224	1.345580385
2225	1.346713959
2226	1.347344082
2227	1.348716791
2228	1.350068301
2229	1.351051668
2230	1.350164159
2231	1.348580997
2232	1.349601357
2233	1.348777919
2234	1.349826776
2235	1.348996118
2236	1.349965838
2237	1.343443748
2238	1.34461694
2239	1.340713951
2240	1.342223567
2241	1.343739622
2242	1.344858264
2243	1.345384198
2244	1.346834898
2245	1.34044891
2246	1.336762755
2247	1.338036638
2248	1.339296485
2249	1.339804391
2250	1.341022475
2251	1.334849954
2252	1.331329004
2253	1.332723263
2254	1.334097987
2255	1.335462178
2256	1.336021191
2257	1.332454617
2258	1.33383561
2259	1.334613547
2260	1.335977733
2261	1.329950242
2262	1.326570671
2263	1.323660609
2264	1.325207952
2265	1.326733206
2266	1.3282631
2267	1.323824951
2268	1.324751071
2269	1.321556028
2270	1.32062304
2271	1.317887918
2272	1.319052683
2273	1.320740937
2274	1.32260526
2275	1.324148553
2276	1.325963135
2277	1.327496188
2278	1.324203563
2279	1.325785233
2280	1.327310149
2281	1.328836916
2282	1.33036181
2283	1.330170428
2284	1.331813995
2285	1.33358592
2286	1.332381312
2287	1.333834114
2288	1.334662248
2289	1.333492224
2290	1.335217787
2291	1.336324975
2292	1.337179176
2293	1.338830563
2294	1.339653449
2295	1.340939799
2296	1.342473553
2297	1.343751933
2298	1.339912478
2299	1.341179374
2300	1.342392901
2301	1.341913605
2302	1.343418603
2303	1.344916549
2304	1.345583336
2305	1.344145727
2306	1.345317623
2307	1.3461906
2308	1.339716772
2309	1.335990162
2310	1.337302307
2311	1.336765857
2312	1.338068214
2313	1.337676062
2314	1.339263123
2315	1.340850823
2316	1.337106471
2317	1.338398629
2318	1.339707238
2319	1.333483829
2320	1.329972397
2321	1.331405552
2322	1.332826789
2323	1.333618706
2324	1.335157489
2325	1.336494559
2326	1.332875057
2327	1.33429998
2328	1.335069241
2329	1.336730727
2330	1.335543447
2331	1.336871098
2332	1.336353262
2333	1.337670111
2334	1.338193075
2335	1.339500471
2336	1.340463058
2337	1.342011568
2338	1.34317799
2339	1.34385546
2340	1.345339811
2341	1.345995212
2342	1.342115559
2343	1.343270307
2344	1.344409859
2345	1.33804475
2346	1.339311937
2347	1.340900455
2348	1.340280877
2349	1.336567695
2350	1.337858231
2351	1.337476874
2352	1.339077146
2353	1.340351921
2354	1.339382672
2355	1.340602647
2356	1.334409436
2357	1.335942939
2358	1.337260195
2359	1.333607738
2360	1.334972733
2361	1.335553275
2362	1.336875407
2363	1.338139964
2364	1.338645454
2365	1.334987562
2366	1.336338725
2367	1.337378153
2368	1.338690379
2369	1.338286626
2370	1.337018777
2371	1.338287466
2372	1.337910391
2373	1.339523034
2374	1.333345551
2375	1.329859312
2376	1.331286105
2377	1.332696158
2378	1.334090352
2379	1.334680342
2380	1.331150252
2381	1.332558172
2382	1.333958852
2383	1.327953432
2384	1.328751046
2385	1.325412127
2386	1.326348845
2387	1.328095992
2388	1.327432003
2389	1.329179768
2390	1.330625044
2391	1.332403666
2392	1.334054706
2393	1.330560582
2394	1.331978494
2395	1.333726993
2396	1.33505518
2397	1.336412913
2398	1.335189671
2399	1.336768057
2400	1.338085242
2401	1.339699395
2402	1.341288886
2403	1.342479459
2404	1.343576817
2405	1.34468821
2406	1.345145699
2407	1.34659463
2408	1.347111594
2409	1.348519444
2410	1.349293317
2411	1.349673392
2412	1.351023875
2413	1.351471123
2414	1.347368649
2415	1.348434626
2416	1.348907621
2417	1.344942286
2418	1.34606209
2419	1.347462123
2420	1.348233715
2421	1.348777779
2422	1.350140997
2423	1.35087089
2424	1.350152695
2425	1.35058711
2426	1.351913183
2427	1.352943359
2428	1.348855913
2429	1.348220235
2430	1.34920983
2431	1.350535898
2432	1.351864851
2433	1.352293569
2434	1.353541172
2435	1.354798147
2436	1.35525076
2437	1.356464992
2438	1.357653974
2439	1.358171787
2440	1.351410267
2441	1.352723314
2442	1.348705296
2443	1.348083105
2444	1.349071543
2445	1.345183041
2446	1.345995925
2447	1.347043517
2448	1.346293777
2449	1.346833654
2450	1.340501787
2451	1.336870341
2452	1.338094198
2453	1.339315243
2454	1.33889705
2455	1.340109911
2456	1.334006591
2457	1.330524594
2458	1.331909207
2459	1.331537637
2460	1.328143433
2461	1.329572711
2462	1.330994475
2463	1.330646706
2464	1.327630367
2465	1.329088129
2466	1.330485235
2467	1.331892974
2468	1.327304162
2469	1.328785244
2470	1.329515093
2471	1.326142064
2472	1.32763255
2473	1.329112271
2474	1.324664384
2475	1.325574638
2476	1.322358819
2477	1.321415016
2478	1.318689217
2479	1.32038441
2480	1.31994335
2481	1.319121346
2482	1.318751364
2483	1.320384363
2484	1.322272176
2485	1.323939216
2486	1.3257922
2487	1.322645872
2488	1.321783172
2489	1.323765573
2490	1.325638485
2491	1.327550784
2492	1.329359453
2493	1.328431737
2494	1.329649746
2495	1.331412252
2496	1.333216805
2497	1.334368196
2498	1.336110234
2499	1.337724346
2500	1.334122935
2501	1.335264065
2502	1.336977033
2503	1.335633532
2504	1.336787809
2505	1.338044975
2506	1.33931207
2507	1.340585051
2508	1.341860298
2509	1.343134588
2510	1.344405068
2511	1.345010742
2512	1.34627467
2513	1.34753115
2514	1.348463642
2515	1.349513655
2516	1.350715685
2517	1.352017862
2518	1.352999357
2519	1.35123793
2520	1.352529187
2521	1.353506788
2522	1.353811536
2523	1.352087765
2524	1.352761072
2525	1.353451034
2526	1.353807965
2527	1.355030454
2528	1.355924043
2529	1.357106225
2530	1.357974191
2531	1.358798381
2532	1.357874364
2533	1.356057985
2534	1.35722588
2535	1.357794718
2536	1.358073172
2537	1.359199198
2538	1.360030473
2539	1.361105383
2540	1.361843511
2541	1.360665626
2542	1.356292158
2543	1.357136676
2544	1.357458323
2545	1.358279073
2546	1.359378053
2547	1.35507082
2548	1.35595246
2549	1.356313272
2550	1.357159495
2551	1.358277217
2552	1.359089417
2553	1.358164088
2554	1.356359829
2555	1.35732885
2556	1.358448951
2557	1.357378548
2558	1.35846929
2559	1.359580179
2560	1.360075407
2561	1.353269793
2562	1.354177774
2563	1.35003511
2564	1.351013013
2565	1.344547211
2566	1.345970979
2567	1.342120594
2568	1.343290497
2569	1.34439138
2570	1.344876119
2571	1.338629722
2572	1.339835621
2573	1.33615591
2574	1.337412713
2575	1.337895127
2576	1.339118702
2577	1.33958082
2578	1.33595111
2579	1.337221464
2580	1.334004611
2581	1.335334763
2582	1.336671827
2583	1.330636173
2584	1.332008166
2585	1.332774716
2586	1.329322518
2587	1.330719033
2588	1.33216207
2589	1.326265338
2590	1.327036863
2591	1.323751212
2592	1.322692908
2593	1.319882729
2594	1.320911682
2595	1.322239036
2596	1.324026774
2597	1.325509474
2598	1.327251834
2599	1.328727337
2600	1.328026744
2601	1.32973377
2602	1.331167873
2603	1.330088038
2604	1.331860838
2605	1.33323904
2606	1.334624357
2607	1.336012831
2608	1.337121941
2609	1.337809468
2610	1.339249569
2611	1.340520908
2612	1.342074675
2613	1.343601574
2614	1.344182473
2615	1.342695291
2616	1.343366851
2617	1.344530629
2618	1.345976348
2619	1.346574331
2620	1.3426276
2621	1.343796021
2622	1.345257665
2623	1.346373435
2624	1.347788483
2625	1.348901821
2626	1.350266171
2627	1.350772823
2628	1.352073443
2629	1.35336647
2630	1.352606011
2631	1.348530879
2632	1.349552482
2633	1.348902086
2634	1.350231166
2635	1.348684414
2636	1.349708288
2637	1.35043825
2638	1.350930542
2639	1.352223
2640	1.353490913
2641	1.35454168
2642	1.355405469
2643	1.348708952
2644	1.344724942
2645	1.345806548
2646	1.345058089
2647	1.341220848
2648	1.342367564
2649	1.343493855
2650	1.344632927
2651	1.338317679
2652	1.339554721
2653	1.339984156
2654	1.34118464
2655	1.336374021
2656	1.332797277
2657	1.334130621
2658	1.33369007
2659	1.330569983
2660	1.331944269
2661	1.333313547
2662	1.334660044
2663	1.335366332
2664	1.336690503
2665	1.331995997
2666	1.328529525
2667	1.325561935
2668	1.327035621
2669	1.328524786
2670	1.330019862
2671	1.324173837
2672	1.325030531
2673	1.32177119
2674	1.320785824
2675	1.31770782
2676	1.316883389
2677	1.318604793
2678	1.320327523
2679	1.322047444
2680	1.316384808
2681	1.313414956
2682	1.315369059
2683	1.317311952
2684	1.314336731
2685	1.313606003
2686	1.315411596
2687	1.314682607
2688	1.316504035
2689	1.318321205
2690	1.320130389
2691	1.320197925
2692	1.322032581
2693	1.323853225
2694	1.325656885
2695	1.326931759
2696	1.328475487
2697	1.330329889
2698	1.332151422
2699	1.33336139
2700	1.334822214
2701	1.336220256
2702	1.334949947
2703	1.334660675
2704	1.336377885
2705	1.337245276
2706	1.33358649
2707	1.335000614
2708	1.334123497
2709	1.335261203
2710	1.336405246
2711	1.330171007
2712	1.331639968
2713	1.331222268
2714	1.332674385
2715	1.332401149
2716	1.328796147
2717	1.330327351
2718	1.329219046
2719	1.33071684
2720	1.324713029
2721	1.325567368
2722	1.327312699
2723	1.323921686
2724	1.325487781
2725	1.327040901
2726	1.328762646
2727	1.325653743
2728	1.327225149
2729	1.329055871
2730	1.330759499
2731	1.329653067
2732	1.331128795
2733	1.332789608
2734	1.334539489
2735	1.336230953
2736	1.337571603
2737	1.333815173
2738	1.335159482
2739	1.336510933
2740	1.337190981
2741	1.338699809
2742	1.339986675
2743	1.338612152
2744	1.340213511
2745	1.340836607
2746	1.342391274
2747	1.343306374
2748	1.343853767
2749	1.344711663
2750	1.346176689
2751	1.346758006
2752	1.34816406
2753	1.349550906
2754	1.35007425
2755	1.351068269
2756	1.349447973
2757	1.350181676
2758	1.349485234
2759	1.350828161
2760	1.351317465
2761	1.352613647
2762	1.353550055
2763	1.349358835
2764	1.350104961
2765	1.349406658
2766	1.350434318
2767	1.351726085
2768	1.350801265
2769	1.352061639
2770	1.353343254
2771	1.353680289
2772	1.349549655
2773	1.350547597
2774	1.351044685
2775	1.352330329
2776	1.353601523
2777	1.354048129
2778	1.355271139
2779	1.356092425
2780	1.355100517
2781	1.355427804
2782	1.354621999
2783	1.350505738
2784	1.351433577
2785	1.352100254
2786	1.351197637
2787	1.352152964
2788	1.345590884
2789	1.341724252
2790	1.338027192
2791	1.339212478
2792	1.34039805
2793	1.341595386
2794	1.335393514
2795	1.336665421
2796	1.336146333
2797	1.337412515
2798	1.333756552
2799	1.335093933
2800	1.329104885
2801	1.330519474
2802	1.331924106
2803	1.332507661
2804	1.328995209
2805	1.330414807
2806	1.331824449
2807	1.327264685
2808	1.328728446
2809	1.328405408
2810	1.325020445
2811	1.326523576
2812	1.32802684
2813	1.322125599
2814	1.323711452
2815	1.320446163
2816	1.322067796
2817	1.323696623
2818	1.324515802
2819	1.32606812
2820	1.321669348
2821	1.318497016
2822	1.317568927
2823	1.314902
2824	1.316683838
2825	1.318465103
2826	1.318553073
2827	1.319621643
2828	1.316550646
2829	1.315752955
2830	1.313131154
2831	1.314423182
2832	1.316214949
2833	1.317997987
2834	1.319953774
2835	1.321887746
2836	1.321078686
2837	1.323007386
2838	1.324561102
2839	1.323995775
2840	1.325872782
2841	1.327382334
2842	1.329268071
2843	1.331095169
2844	1.330053604
2845	1.331497314
2846	1.333279783
2847	1.334646854
2848	1.336018618
2849	1.337391413
2850	1.338458531
2851	1.339921603
2852	1.341206086
2853	1.34277171
2854	1.343343858
2855	1.341878178
2856	1.342578661
2857	1.344102826
2858	1.344776495
2859	1.345924725
2860	1.347356849
2861	1.343347681
2862	1.344236096
2863	1.343703616
2864	1.344886224
2865	1.346330915
2866	1.347475258
2867	1.348876045
2868	1.34731393
2869	1.348117309
2870	1.348661612
2871	1.349711531
2872	1.349025197
2873	1.350376946
2874	1.351695429
2875	1.352723531
2876	1.353998724
2877	1.354891246
2878	1.354974228
2879	1.350767812
2880	1.351745961
2881	1.353010478
2882	1.352265025
2883	1.350670197
2884	1.351979458
2885	1.352639313
2886	1.353081102
2887	1.354007632
2888	1.355055849
2889	1.356262903
2890	1.357438089
2891	1.357682059
2892	1.358831346
2893	1.35959278
2894	1.36035164
2895	1.360288325
2896	1.355952834
2897	1.356248151
2898	1.355431505
2899	1.348818868
2900	1.344933727
2901	1.345979307
2902	1.347021083
2903	1.346273489
2904	1.347651883
2905	1.34865387
2906	1.349626196
2907	1.343223425
2908	1.34434492
2909	1.340524499
2910	1.33994293
2911	1.341123462
2912	1.337424011
2913	1.338638205
2914	1.339853422
2915	1.341049767
2916	1.334899701
2917	1.336213216
2918	1.336710751
2919	1.337986637
2920	1.331815745
2921	1.328361128
2922	1.329804811
2923	1.330491463
2924	1.32711892
2925	1.328574923
2926	1.330012198
2927	1.331437999
2928	1.332849977
2929	1.328266506
2930	1.329735295
2931	1.33043249
2932	1.327035451
2933	1.328514745
2934	1.329998196
2935	1.32417576
2936	1.320954158
2937	1.319948726
2938	1.317231617
2939	1.318945859
2940	1.320661471
2941	1.315122244
2942	1.314278953
2943	1.31138645
2944	1.3132568
2945	1.312509921
2946	1.314387774
2947	1.309009864
2948	1.306267537
2949	1.303915004
2950	1.303432179
2951	1.305487946
2952	1.307538844
2953	1.302342795
2954	1.299794237
2955	1.299427
2956	1.29699702
2957	1.299215551
2958	1.301426987
2959	1.30362687
2960	1.298492079
2961	1.300768521
2962	1.303035342
2963	1.300453608
2964	1.30008873
2965	1.297627642
2966	1.295499391
2967	1.293782827
2968	1.296042838
2969	1.298342297
2970	1.30062925
2971	1.302899643
2972	1.302459182
2973	1.304708815
2974	1.305166346
2975	1.30736889
2976	1.309554242
2977	1.311718723
2978	1.31104295
2979	1.312723227
2980	1.314833651
2981	1.316918388
2982	1.318462959
2983	1.316103122
2984	1.31816686
2985	1.320201798
2986	1.321659969
2987	1.323371545
2988	1.325090924
2989	1.326489897
2990	1.327888271
2991	1.328923793
2992	1.330810331
2993	1.330604942
2994	1.332180643
2995	1.328507116
2996	1.328369681
2997	1.327333683
2998	1.328969616
2999	1.330288214
3000	1.331262673
3001	1.333066051
3002	1.334002512
3003	1.335433294
3004	1.336877011
3005	1.338562572
3006	1.339404343
3007	1.340736568
3008	1.340271553
3009	1.336413188
3010	1.338101124
3011	1.337728188
3012	1.336789455
3013	1.338172773
3014	1.331846832
3015	1.328306695
3016	1.329833901
3017	1.33129014
3018	1.332535159
3019	1.32642254
3020	1.32802028
3021	1.327690922
3022	1.32926629
3023	1.328907914
3024	1.325388555
3025	1.326997478
3026	1.328520337
3027	1.32387803
3028	1.325523198
3029	1.32212124
3030	1.323800233
3031	1.323596939
3032	1.325267057
3033	1.322242893
3034	1.323874855
3035	1.317912743
3036	1.314768
3037	1.316578383
3038	1.31836803
3039	1.319478281
3040	1.321212485
3041	1.316829382
3042	1.313741669
3043	1.314915095
3044	1.316709868
3045	1.313981944
3046	1.315799965
3047	1.317625198
3048	1.319393329
3049	1.32050845
3050	1.317291753
3051	1.31909647
3052	1.320861957
3053	1.321977312
3054	1.318733927
3055	1.320652039
3056	1.319833099
3057	1.321133785
3058	1.323017501
3059	1.324879123
3060	1.326507325
3061	1.325495707
3062	1.327117727
3063	1.328996582
3064	1.330719562
3065	1.332527384
3066	1.333990745
3067	1.332788762
3068	1.334428779
3069	1.335840661
3070	1.337528082
3071	1.339155922
3072	1.340094868
3073	1.341672173
3074	1.342256464
3075	1.338379075
3076	1.339646486
3077	1.340649048
3078	1.341922349
3079	1.342489435
3080	1.343152104
3081	1.344654524
3082	1.345293973
3083	1.346740317
3084	1.348162387
3085	1.348739625
3086	1.34719425
3087	1.3482441
3088	1.349396476
3089	1.350418079
3090	1.349711102
3091	1.351055845
3092	1.352376956
3093	1.353650827
3094	1.352704928
3095	1.353650539
3096	1.354071853
3097	1.3498773
3098	1.350591787
3099	1.351595642
3100	1.350849863
3101	1.352148874
3102	1.348010746
3103	1.349035467
3104	1.348368437
3105	1.349432488
3106	1.349829371
3107	1.351142973
3108	1.352436822
3109	1.348312437
3110	1.349325544
3111	1.348506412
3112	1.349264311
3113	1.349514074
3114	1.350529349
3115	1.351264175
3116	1.351420685
3117	1.352406772
3118	1.347190392
3119	1.343260092
3120	1.34437237
3121	1.345458207
3122	1.344873157
3123	1.341016699
3124	1.342219714
3125	1.343378914
3126	1.337091359
3127	1.333477364
3128	1.334796675
3129	1.33612378
3130	1.330097197
3131	1.331509666
3132	1.332911681
3133	1.333471486
3134	1.329930122
3135	1.331347207
3136	1.33212385
3137	1.32866352
3138	1.330100807
3139	1.33152475
3140	1.325629201
3141	1.327151893
3142	1.327893191
3143	1.324551243
3144	1.326081757
3145	1.327598566
3146	1.321823138
3147	1.323433822
3148	1.325031823
3149	1.325794435
3150	1.322472271
3151	1.324073696
3152	1.325637944
3153	1.326429836
3154	1.327976636
3155	1.323503158
3156	1.320643776
3157	1.317524946
3158	1.318613749
3159	1.315938349
3160	1.315149291
3161	1.316935547
3162	1.318664447
3163	1.320392654
3164	1.32211616
3165	1.316422787
3166	1.315601796
3167	1.317431211
3168	1.317543425
3169	1.319442193
3170	1.32132679
3171	1.318175667
3172	1.317341351
3173	1.318804844
3174	1.320721869
3175	1.322341748
3176	1.323990553
3177	1.325632611
3178	1.325570031
3179	1.322259109
3180	1.324261121
3181	1.325918283
3182	1.327045106
3183	1.328949861
3184	1.330563196
3185	1.332058056
3186	1.330931445
3187	1.330757474
3188	1.329722732
3189	1.331237056
3190	1.33244956
3191	1.326358064
3192	1.328094457
3193	1.32470608
3194	1.326281706
3195	1.327877576
3196	1.324795631
3197	1.326392598
3198	1.327394009
3199	1.329117384
3200	1.32809934
3201	1.329644003
3202	1.33132667
3203	1.332540567
3204	1.334289847
3205	1.336009326
3206	1.337341096
3207	1.338693904
3208	1.339374803
3209	1.335601573
3210	1.337282602
3211	1.338583441
3212	1.339853384
3213	1.340613075
3214	1.342180456
3215	1.342912083
3216	1.339063292
